datetime,winter,spring,summer,autumn
2024-01-01 00:00:00,0.09480730141209091,0.08076177527696632,0.07022763067562289,0.08427315681074747
2024-01-01 00:01:00,0.09480730141209091,0.08076177527696632,0.07022763067562289,0.08427315681074747
2024-01-01 00:02:00,0.09530402358420716,0.08118490897913942,0.07059557302533863,0.08471468763040635
2024-01-01 00:03:00,0.09746961110288473,0.08302966871727216,0.07219971192806275,0.0866396543136753
2024-01-01 00:04:00,0.10085519673697953,0.08591368610927884,0.07470755313850334,0.089649063766204
2024-01-01 00:05:00,0.10448126859342817,0.0890025621351425,0.07739353229142827,0.09287223874971393
2024-01-01 00:06:00,0.10745554403866085,0.09153620418108145,0.07959669928789692,0.09551603914547631
2024-01-01 00:07:00,0.11005424906107392,0.09374991586684074,0.08152166597116586,0.09782599916539904
2024-01-01 00:08:00,0.1129719870233015,0.09623539635318275,0.0836829533505937,0.10041954402071243
2024-01-01 00:09:00,0.11580047653021389,0.09864485037758959,0.0857781307631214,0.10293375691574567
2024-01-01 00:10:00,0.12187645703334853,0.10382068562100058,0.09027885706173965,0.10833462847408758
2024-01-01 00:11:00,0.12363687455409425,0.10532030054608027,0.0915828700400698,0.10989944404808376
2024-01-01 00:12:00,0.12525925956606962,0.10670233222294818,0.09278463671560712,0.11134156405872854
2024-01-01 00:13:00,0.12770778967287102,0.10878811712874195,0.09459836272064519,0.11351803526477422
2024-01-01 00:14:00,0.12937553003890315,0.11020878484795452,0.09583372595474307,0.11500047114569167
2024-01-01 00:15:00,0.1307666550002019,0.1113938172223942,0.09686418888903844,0.11623702666684613
2024-01-01 00:16:00,0.1321395003005038,0.1125632780337625,0.09788111133370653,0.11745733360044783
2024-01-01 00:17:00,0.13567077685193907,0.11557140250350365,0.10049687174217709,0.1205962460906125
2024-01-01 00:18:00,0.1389642446471827,0.11837694914389636,0.10293647751643163,0.12352377301971795
2024-01-01 00:19:00,0.14415634633246732,0.12279985057950916,0.10678247876479059,0.1281389745177487
2024-01-01 00:20:00,0.15540827177991148,0.13238482410881347,0.11511723835548998,0.13814068602658797
2024-01-01 00:21:00,0.16581406632997084,0.14124901946627144,0.12282523431849691,0.1473902811821963
2024-01-01 00:22:00,0.17380587978117767,0.1480568605543365,0.12874509613420568,0.15449411536104682
2024-01-01 00:23:00,0.1739943563476786,0.14821741466654098,0.12888470840568783,0.1546616500868254
2024-01-01 00:24:00,0.17440763525246678,0.14856946706691612,0.12919084092775315,0.15502900911330378
2024-01-01 00:25:00,0.17513650281496607,0.14919035424978588,0.12973074282590077,0.15567689139108093
2024-01-01 00:26:00,0.17586118701791698,0.14980767783007742,0.13026754593919776,0.1563210551270373
2024-01-01 00:27:00,0.17654968471699528,0.15039417587003298,0.1307775442348113,0.15693305308177355
2024-01-01 00:28:00,0.17750402330569745,0.15120713096411262,0.13148446170792402,0.15778135404950883
2024-01-01 00:29:00,0.178700041730047,0.1522259614737437,0.13237040128151628,0.15884448153781952
2024-01-01 00:30:00,0.17986169159975457,0.15321551506645759,0.13323088266648486,0.15987705919978182
2024-01-01 00:31:00,0.18207347432929047,0.15509962628050666,0.13486924024391886,0.16184308829270264
2024-01-01 00:32:00,0.18422169791117252,0.15692959451692473,0.1364605169712389,0.16375262036548668
2024-01-01 00:33:00,0.1862387449628983,0.15864781978320963,0.13795462589844318,0.16554555107813182
2024-01-01 00:34:00,0.18814053218309684,0.16026786074856395,0.13936335717266432,0.1672360286071972
2024-01-01 00:35:00,0.18971707701212864,0.16161084338070217,0.14053116815713232,0.16863740178855877
2024-01-01 00:36:00,0.1913184220876011,0.1629749521486972,0.14171734969451932,0.17006081963342318
2024-01-01 00:37:00,0.19303012569316869,0.16443307003492144,0.14298527829123606,0.17158233394948327
2024-01-01 00:38:00,0.1946936569293106,0.1658501521990423,0.14421752365134116,0.1730610283816094
2024-01-01 00:39:00,0.196209043978085,0.1671410374628131,0.14534003257635925,0.17440803909163108
2024-01-01 00:40:00,0.19767178513655184,0.168387076227433,0.14642354454559395,0.17570825345471272
2024-01-01 00:41:00,0.19912328440469304,0.16962353856696072,0.1474987291886615,0.1769984750263938
2024-01-01 00:42:00,0.20053136155469942,0.17082301169474393,0.14854174929977734,0.1782500991597328
2024-01-01 00:43:00,0.2019055854627691,0.17199364687569219,0.14955969293538451,0.1794716315224614
2024-01-01 00:44:00,0.20323852087175417,0.17312911037223502,0.15054705249759567,0.1806564629971148
2024-01-01 00:45:00,0.2044388362174668,0.17415160122228654,0.15143617497590134,0.1817234099710816
2024-01-01 00:46:00,0.20566347194563697,0.1751948094351722,0.15234331255232367,0.1828119750627884
2024-01-01 00:47:00,0.20657319753119657,0.17596976085990818,0.1530171833564419,0.18362062002773027
2024-01-01 00:48:00,0.2076019288677147,0.17684608755397918,0.15377920656867755,0.18453504788241307
2024-01-01 00:49:00,0.2086778305760093,0.1777625964166005,0.15457617079704392,0.1854914049564527
2024-01-01 00:50:00,0.2099484986289265,0.178845017350567,0.1555174063917974,0.18662088767015686
2024-01-01 00:51:00,0.21022915542733955,0.17908409536402994,0.1557253003165478,0.18687036037985735
2024-01-01 00:52:00,0.21061442985910586,0.17941229210220125,0.15601068878452284,0.1872128265414274
2024-01-01 00:53:00,0.21097870421473477,0.1797225998866259,0.15628052164054426,0.18753662596865311
2024-01-01 00:54:00,0.2121171084626333,0.18069235165335426,0.15712378404639502,0.18854854085567402
2024-01-01 00:55:00,0.21332064685418908,0.18171758806097585,0.15801529396606598,0.18961835275927916
